subj,exp,item,condition,order,clauseType,constituent,position,word,Q,RT,logW,logWCD,Wlength,Nstrokes
43,e2,14,d,SVO,MC,ADV,4,大多,-,375,2.31,2.27,2,9
43,e2,18,d,SVO,MC,ADV,4,通常,-,295,3.36,3.22,2,21
43,e2,22,d,SVO,MC,ADV,4,通常,-,296,3.36,3.22,2,21
44,e2,1,d,SVO,MC,ADV,4,通常,-,231,3.36,3.22,2,21
44,e2,5,d,SVO,MC,ADV,4,通常,-,176,3.36,3.22,2,21
44,e2,9,d,SVO,MC,ADV,4,大多,-,206,2.31,2.27,2,9
44,e2,13,d,SVO,MC,ADV,4,大多,-,96,2.31,2.27,2,9
44,e2,17,d,SVO,MC,ADV,4,大多,-,206,2.31,2.27,2,9
44,e2,21,d,SVO,MC,ADV,4,通常,-,266,3.36,3.22,2,21
45,e2,4,d,SVO,MC,ADV,4,大多,-,185,2.31,2.27,2,9
45,e2,8,d,SVO,MC,ADV,4,大多,-,292,2.31,2.27,2,9
45,e2,12,d,SVO,MC,ADV,4,通常,-,183,3.36,3.22,2,21
45,e2,16,d,SVO,MC,ADV,4,通常,-,430,3.36,3.22,2,21
45,e2,20,d,SVO,MC,ADV,4,通常,-,196,3.36,3.22,2,21
45,e2,24,d,SVO,MC,ADV,4,同样,-,205,3.47,3.30,2,16
46,e2,3,d,SVO,MC,ADV,4,通常,-,410,3.36,3.22,2,21
46,e2,7,d,SVO,MC,ADV,4,大多,-,325,2.31,2.27,2,9
46,e2,11,d,SVO,MC,ADV,4,通常,-,396,3.36,3.22,2,21
46,e2,15,d,SVO,MC,ADV,4,大多,-,484,2.31,2.27,2,9
46,e2,19,d,SVO,MC,ADV,4,通常,-,434,3.36,3.22,2,21
46,e2,23,d,SVO,MC,ADV,4,通常,-,354,3.36,3.22,2,21
47,e2,2,d,SVO,MC,ADV,4,大多,-,425,2.31,2.27,2,9
47,e2,6,d,SVO,MC,ADV,4,同样,-,449,3.47,3.30,2,16
47,e2,10,d,SVO,MC,ADV,4,常常,-,1132,2.87,2.79,2,22
47,e2,14,d,SVO,MC,ADV,4,大多,-,455,2.31,2.27,2,9
47,e2,18,d,SVO,MC,ADV,4,通常,-,405,3.36,3.22,2,21
47,e2,22,d,SVO,MC,ADV,4,通常,-,549,3.36,3.22,2,21
48,e2,1,d,SVO,MC,ADV,4,通常,-,470,3.36,3.22,2,21
48,e2,5,d,SVO,MC,ADV,4,通常,-,529,3.36,3.22,2,21
48,e2,9,d,SVO,MC,ADV,4,大多,-,551,2.31,2.27,2,9
48,e2,13,d,SVO,MC,ADV,4,大多,-,640,2.31,2.27,2,9
48,e2,17,d,SVO,MC,ADV,4,大多,-,499,2.31,2.27,2,9
48,e2,21,d,SVO,MC,ADV,4,通常,-,529,3.36,3.22,2,21
49,e2,4,d,SVO,MC,ADV,4,大多,-,505,2.31,2.27,2,9
49,e2,8,d,SVO,MC,ADV,4,大多,-,446,2.31,2.27,2,9
49,e2,12,d,SVO,MC,ADV,4,通常,-,435,3.36,3.22,2,21
49,e2,16,d,SVO,MC,ADV,4,通常,-,290,3.36,3.22,2,21
49,e2,20,d,SVO,MC,ADV,4,通常,-,275,3.36,3.22,2,21
49,e2,24,d,SVO,MC,ADV,4,同样,-,295,3.47,3.30,2,16
50,e2,3,d,SVO,MC,ADV,4,通常,-,435,3.36,3.22,2,21
50,e2,7,d,SVO,MC,ADV,4,大多,-,1222,2.31,2.27,2,9
50,e2,11,d,SVO,MC,ADV,4,通常,-,415,3.36,3.22,2,21
50,e2,15,d,SVO,MC,ADV,4,大多,-,843,2.31,2.27,2,9
50,e2,19,d,SVO,MC,ADV,4,通常,-,415,3.36,3.22,2,21
50,e2,23,d,SVO,MC,ADV,4,通常,-,802,3.36,3.22,2,21
51,e2,2,d,SVO,MC,ADV,4,大多,-,205,2.31,2.27,2,9
51,e2,6,d,SVO,MC,ADV,4,同样,-,206,3.47,3.30,2,16
51,e2,10,d,SVO,MC,ADV,4,常常,-,176,2.87,2.79,2,22
51,e2,14,d,SVO,MC,ADV,4,大多,-,231,2.31,2.27,2,9
51,e2,18,d,SVO,MC,ADV,4,通常,-,256,3.36,3.22,2,21
51,e2,22,d,SVO,MC,ADV,4,通常,-,331,3.36,3.22,2,21
52,e2,1,d,SVO,MC,ADV,4,通常,-,255,3.36,3.22,2,21
52,e2,5,d,SVO,MC,ADV,4,通常,-,271,3.36,3.22,2,21
52,e2,9,d,SVO,MC,ADV,4,大多,-,265,2.31,2.27,2,9
52,e2,13,d,SVO,MC,ADV,4,大多,-,270,2.31,2.27,2,9
52,e2,17,d,SVO,MC,ADV,4,大多,-,365,2.31,2.27,2,9
52,e2,21,d,SVO,MC,ADV,4,通常,-,265,3.36,3.22,2,21
53,e2,4,d,SVO,MC,ADV,4,大多,-,515,2.31,2.27,2,9
53,e2,8,d,SVO,MC,ADV,4,大多,-,319,2.31,2.27,2,9
53,e2,12,d,SVO,MC,ADV,4,通常,-,355,3.36,3.22,2,21
53,e2,16,d,SVO,MC,ADV,4,通常,-,464,3.36,3.22,2,21
53,e2,20,d,SVO,MC,ADV,4,通常,-,355,3.36,3.22,2,21
53,e2,24,d,SVO,MC,ADV,4,同样,-,464,3.47,3.30,2,16
54,e2,3,d,SVO,MC,ADV,4,通常,-,469,3.36,3.22,2,21
54,e2,7,d,SVO,MC,ADV,4,大多,-,490,2.31,2.27,2,9
54,e2,11,d,SVO,MC,ADV,4,通常,-,888,3.36,3.22,2,21
54,e2,15,d,SVO,MC,ADV,4,大多,-,664,2.31,2.27,2,9
54,e2,19,d,SVO,MC,ADV,4,通常,-,530,3.36,3.22,2,21
54,e2,23,d,SVO,MC,ADV,4,通常,-,436,3.36,3.22,2,21
55,e2,2,d,SVO,MC,ADV,4,大多,-,297,2.31,2.27,2,9
55,e2,6,d,SVO,MC,ADV,4,同样,-,295,3.47,3.30,2,16
55,e2,10,d,SVO,MC,ADV,4,常常,-,554,2.87,2.79,2,22
55,e2,14,d,SVO,MC,ADV,4,大多,-,429,2.31,2.27,2,9
55,e2,18,d,SVO,MC,ADV,4,通常,-,290,3.36,3.22,2,21
55,e2,22,d,SVO,MC,ADV,4,通常,-,290,3.36,3.22,2,21
56,e2,1,d,SVO,MC,ADV,4,通常,-,351,3.36,3.22,2,21
56,e2,5,d,SVO,MC,ADV,4,通常,-,335,3.36,3.22,2,21
56,e2,9,d,SVO,MC,ADV,4,大多,-,554,2.31,2.27,2,9
56,e2,13,d,SVO,MC,ADV,4,大多,-,414,2.31,2.27,2,9
56,e2,17,d,SVO,MC,ADV,4,大多,-,280,2.31,2.27,2,9
56,e2,21,d,SVO,MC,ADV,4,通常,-,260,3.36,3.22,2,21
57,e2,4,d,SVO,MC,ADV,4,大多,-,564,2.31,2.27,2,9
57,e2,8,d,SVO,MC,ADV,4,大多,-,548,2.31,2.27,2,9
57,e2,12,d,SVO,MC,ADV,4,通常,-,554,3.36,3.22,2,21
57,e2,16,d,SVO,MC,ADV,4,通常,-,529,3.36,3.22,2,21
57,e2,20,d,SVO,MC,ADV,4,通常,-,914,3.36,3.22,2,21
57,e2,24,d,SVO,MC,ADV,4,同样,-,778,3.47,3.30,2,16
58,e2,3,d,SVO,MC,ADV,4,通常,-,319,3.36,3.22,2,21
58,e2,7,d,SVO,MC,ADV,4,大多,-,320,2.31,2.27,2,9
58,e2,11,d,SVO,MC,ADV,4,通常,-,340,3.36,3.22,2,21
58,e2,15,d,SVO,MC,ADV,4,大多,-,241,2.31,2.27,2,9
58,e2,19,d,SVO,MC,ADV,4,通常,-,315,3.36,3.22,2,21
58,e2,23,d,SVO,MC,ADV,4,通常,-,355,3.36,3.22,2,21
60,e2,1,d,SVO,MC,ADV,4,通常,-,485,3.36,3.22,2,21
60,e2,5,d,SVO,MC,ADV,4,通常,-,511,3.36,3.22,2,21
60,e2,9,d,SVO,MC,ADV,4,大多,-,415,2.31,2.27,2,9
60,e2,13,d,SVO,MC,ADV,4,大多,-,341,2.31,2.27,2,9
60,e2,17,d,SVO,MC,ADV,4,大多,-,401,2.31,2.27,2,9
60,e2,21,d,SVO,MC,ADV,4,通常,-,451,3.36,3.22,2,21
61,e2,4,d,SVO,MC,ADV,4,大多,-,246,2.31,2.27,2,9
61,e2,8,d,SVO,MC,ADV,4,大多,-,553,2.31,2.27,2,9
61,e2,12,d,SVO,MC,ADV,4,通常,-,284,3.36,3.22,2,21
61,e2,16,d,SVO,MC,ADV,4,通常,-,303,3.36,3.22,2,21
61,e2,20,d,SVO,MC,ADV,4,通常,-,251,3.36,3.22,2,21
61,e2,24,d,SVO,MC,ADV,4,同样,-,254,3.47,3.30,2,16
62,e2,3,d,SVO,MC,ADV,4,通常,-,322,3.36,3.22,2,21
62,e2,7,d,SVO,MC,ADV,4,大多,-,465,2.31,2.27,2,9
62,e2,11,d,SVO,MC,ADV,4,通常,-,430,3.36,3.22,2,21
62,e2,15,d,SVO,MC,ADV,4,大多,-,425,2.31,2.27,2,9
62,e2,19,d,SVO,MC,ADV,4,通常,-,430,3.36,3.22,2,21
62,e2,23,d,SVO,MC,ADV,4,通常,-,327,3.36,3.22,2,21
63,e2,2,d,SVO,MC,ADV,4,大多,-,937,2.31,2.27,2,9
63,e2,6,d,SVO,MC,ADV,4,同样,-,375,3.47,3.30,2,16
63,e2,10,d,SVO,MC,ADV,4,常常,-,724,2.87,2.79,2,22
63,e2,14,d,SVO,MC,ADV,4,大多,-,509,2.31,2.27,2,9
63,e2,18,d,SVO,MC,ADV,4,通常,-,491,3.36,3.22,2,21
63,e2,22,d,SVO,MC,ADV,4,通常,-,646,3.36,3.22,2,21
64,e2,1,d,SVO,MC,ADV,4,通常,-,275,3.36,3.22,2,21
64,e2,5,d,SVO,MC,ADV,4,通常,-,261,3.36,3.22,2,21
64,e2,9,d,SVO,MC,ADV,4,大多,-,305,2.31,2.27,2,9
64,e2,13,d,SVO,MC,ADV,4,大多,-,320,2.31,2.27,2,9
64,e2,17,d,SVO,MC,ADV,4,大多,-,303,2.31,2.27,2,9
64,e2,21,d,SVO,MC,ADV,4,通常,-,341,3.36,3.22,2,21
65,e2,4,d,SVO,MC,ADV,4,大多,-,335,2.31,2.27,2,9
65,e2,8,d,SVO,MC,ADV,4,大多,-,266,2.31,2.27,2,9
65,e2,12,d,SVO,MC,ADV,4,通常,-,309,3.36,3.22,2,21
65,e2,16,d,SVO,MC,ADV,4,通常,-,332,3.36,3.22,2,21
65,e2,20,d,SVO,MC,ADV,4,通常,-,217,3.36,3.22,2,21
65,e2,24,d,SVO,MC,ADV,4,同样,-,209,3.47,3.30,2,16
66,e2,3,d,SVO,MC,ADV,4,通常,-,316,3.36,3.22,2,21
66,e2,7,d,SVO,MC,ADV,4,大多,-,596,2.31,2.27,2,9
66,e2,11,d,SVO,MC,ADV,4,通常,-,263,3.36,3.22,2,21
66,e2,15,d,SVO,MC,ADV,4,大多,-,323,2.31,2.27,2,9
66,e2,19,d,SVO,MC,ADV,4,通常,-,305,3.36,3.22,2,21
66,e2,23,d,SVO,MC,ADV,4,通常,-,309,3.36,3.22,2,21
67,e2,2,d,SVO,MC,ADV,4,大多,-,209,2.31,2.27,2,9
67,e2,6,d,SVO,MC,ADV,4,同样,-,269,3.47,3.30,2,16
67,e2,10,d,SVO,MC,ADV,4,常常,-,508,2.87,2.79,2,22
67,e2,14,d,SVO,MC,ADV,4,大多,-,243,2.31,2.27,2,9
67,e2,18,d,SVO,MC,ADV,4,通常,-,259,3.36,3.22,2,21
67,e2,22,d,SVO,MC,ADV,4,通常,-,243,3.36,3.22,2,21
68,e2,1,d,SVO,MC,ADV,4,通常,-,367,3.36,3.22,2,21
68,e2,5,d,SVO,MC,ADV,4,通常,-,486,3.36,3.22,2,21
68,e2,9,d,SVO,MC,ADV,4,大多,-,458,2.31,2.27,2,9
68,e2,13,d,SVO,MC,ADV,4,大多,-,366,2.31,2.27,2,9
68,e2,17,d,SVO,MC,ADV,4,大多,-,522,2.31,2.27,2,9
68,e2,21,d,SVO,MC,ADV,4,通常,-,1379,3.36,3.22,2,21
69,e2,4,d,SVO,MC,ADV,4,大多,-,237,2.31,2.27,2,9
69,e2,8,d,SVO,MC,ADV,4,大多,-,554,2.31,2.27,2,9
69,e2,12,d,SVO,MC,ADV,4,通常,-,450,3.36,3.22,2,21
69,e2,16,d,SVO,MC,ADV,4,通常,-,346,3.36,3.22,2,21
69,e2,20,d,SVO,MC,ADV,4,通常,-,419,3.36,3.22,2,21
69,e2,24,d,SVO,MC,ADV,4,同样,-,574,3.47,3.30,2,16
70,e2,3,d,SVO,MC,ADV,4,通常,-,746,3.36,3.22,2,21
70,e2,7,d,SVO,MC,ADV,4,大多,-,490,2.31,2.27,2,9
70,e2,11,d,SVO,MC,ADV,4,通常,-,425,3.36,3.22,2,21
70,e2,15,d,SVO,MC,ADV,4,大多,-,460,2.31,2.27,2,9
70,e2,19,d,SVO,MC,ADV,4,通常,-,267,3.36,3.22,2,21
70,e2,23,d,SVO,MC,ADV,4,通常,-,290,3.36,3.22,2,21
71,e2,2,d,SVO,MC,ADV,4,大多,-,723,2.31,2.27,2,9
71,e2,6,d,SVO,MC,ADV,4,同样,-,227,3.47,3.30,2,16
71,e2,10,d,SVO,MC,ADV,4,常常,-,257,2.87,2.79,2,22
71,e2,14,d,SVO,MC,ADV,4,大多,-,564,2.31,2.27,2,9
71,e2,18,d,SVO,MC,ADV,4,通常,-,537,3.36,3.22,2,21
71,e2,22,d,SVO,MC,ADV,4,通常,-,1091,3.36,3.22,2,21
72,e2,1,d,SVO,MC,ADV,4,通常,-,443,3.36,3.22,2,21
72,e2,5,d,SVO,MC,ADV,4,通常,-,527,3.36,3.22,2,21
72,e2,9,d,SVO,MC,ADV,4,大多,-,388,2.31,2.27,2,9
72,e2,13,d,SVO,MC,ADV,4,大多,-,516,2.31,2.27,2,9
72,e2,17,d,SVO,MC,ADV,4,大多,-,421,2.31,2.27,2,9
72,e2,21,d,SVO,MC,ADV,4,通常,-,487,3.36,3.22,2,21
1,e2,4,d,SVO,MC,quantifier,5,都,-,569,5.25,3.80,1,10
1,e2,8,d,SVO,MC,quantifier,5,都,-,574,5.25,3.80,1,10
1,e2,12,d,SVO,MC,quantifier,5,都,-,425,5.25,3.80,1,10
1,e2,16,d,SVO,MC,quantifier,5,都,-,500,5.25,3.80,1,10
1,e2,20,d,SVO,MC,quantifier,5,都,-,479,5.25,3.80,1,10
1,e2,24,d,SVO,MC,quantifier,5,也,-,441,5.12,3.79,1,3
2,e2,3,d,SVO,MC,quantifier,5,都,-,440,5.25,3.80,1,10
2,e2,7,d,SVO,MC,quantifier,5,都,-,659,5.25,3.80,1,10
2,e2,11,d,SVO,MC,quantifier,5,都,-,320,5.25,3.80,1,10
2,e2,15,d,SVO,MC,quantifier,5,都,-,395,5.25,3.80,1,10
2,e2,19,d,SVO,MC,quantifier,5,都,-,414,5.25,3.80,1,10
2,e2,23,d,SVO,MC,quantifier,5,也,-,460,5.12,3.79,1,3
3,e2,2,d,SVO,MC,quantifier,5,都,-,350,5.25,3.80,1,10
3,e2,6,d,SVO,MC,quantifier,5,都,-,324,5.25,3.80,1,10
3,e2,10,d,SVO,MC,quantifier,5,也,-,534,5.12,3.79,1,3
3,e2,14,d,SVO,MC,quantifier,5,都,-,410,5.25,3.80,1,10
3,e2,18,d,SVO,MC,quantifier,5,都,-,505,5.25,3.80,1,10
3,e2,22,d,SVO,MC,quantifier,5,都,-,515,5.25,3.80,1,10
4,e2,1,d,SVO,MC,quantifier,5,都,-,252,5.25,3.80,1,10
4,e2,5,d,SVO,MC,quantifier,5,都,-,265,5.25,3.80,1,10
4,e2,9,d,SVO,MC,quantifier,5,都,-,295,5.25,3.80,1,10
4,e2,13,d,SVO,MC,quantifier,5,都,-,250,5.25,3.80,1,10
4,e2,17,d,SVO,MC,quantifier,5,都,-,317,5.25,3.80,1,10
4,e2,21,d,SVO,MC,quantifier,5,都,-,279,5.25,3.80,1,10
5,e2,4,d,SVO,MC,quantifier,5,都,-,305,5.25,3.80,1,10
5,e2,8,d,SVO,MC,quantifier,5,都,-,325,5.25,3.80,1,10
5,e2,12,d,SVO,MC,quantifier,5,都,-,315,5.25,3.80,1,10
5,e2,16,d,SVO,MC,quantifier,5,都,-,270,5.25,3.80,1,10
5,e2,20,d,SVO,MC,quantifier,5,都,-,425,5.25,3.80,1,10
5,e2,24,d,SVO,MC,quantifier,5,也,-,514,5.12,3.79,1,3
6,e2,3,d,SVO,MC,quantifier,5,都,-,225,5.25,3.80,1,10
6,e2,7,d,SVO,MC,quantifier,5,都,-,215,5.25,3.80,1,10
6,e2,11,d,SVO,MC,quantifier,5,都,-,186,5.25,3.80,1,10
6,e2,15,d,SVO,MC,quantifier,5,都,-,251,5.25,3.80,1,10
6,e2,19,d,SVO,MC,quantifier,5,都,-,235,5.25,3.80,1,10
6,e2,23,d,SVO,MC,quantifier,5,也,-,216,5.12,3.79,1,3
7,e2,2,d,SVO,MC,quantifier,5,都,-,917,5.25,3.80,1,10
7,e2,6,d,SVO,MC,quantifier,5,都,-,291,5.25,3.80,1,10
7,e2,10,d,SVO,MC,quantifier,5,也,-,479,5.12,3.79,1,3
7,e2,14,d,SVO,MC,quantifier,5,都,-,349,5.25,3.80,1,10
7,e2,18,d,SVO,MC,quantifier,5,都,-,450,5.25,3.80,1,10
7,e2,22,d,SVO,MC,quantifier,5,都,-,420,5.25,3.80,1,10
8,e2,1,d,SVO,MC,quantifier,5,都,-,230,5.25,3.80,1,10
8,e2,5,d,SVO,MC,quantifier,5,都,-,404,5.25,3.80,1,10
8,e2,9,d,SVO,MC,quantifier,5,都,-,425,5.25,3.80,1,10
8,e2,13,d,SVO,MC,quantifier,5,都,-,375,5.25,3.80,1,10
8,e2,17,d,SVO,MC,quantifier,5,都,-,370,5.25,3.80,1,10
8,e2,21,d,SVO,MC,quantifier,5,都,-,321,5.25,3.80,1,10
9,e2,4,d,SVO,MC,quantifier,5,都,-,275,5.25,3.80,1,10
9,e2,8,d,SVO,MC,quantifier,5,都,-,261,5.25,3.80,1,10
9,e2,12,d,SVO,MC,quantifier,5,都,-,265,5.25,3.80,1,10
9,e2,16,d,SVO,MC,quantifier,5,都,-,285,5.25,3.80,1,10
9,e2,20,d,SVO,MC,quantifier,5,都,-,256,5.25,3.80,1,10
9,e2,24,d,SVO,MC,quantifier,5,也,-,375,5.12,3.79,1,3
10,e2,3,d,SVO,MC,quantifier,5,都,-,440,5.25,3.80,1,10
10,e2,7,d,SVO,MC,quantifier,5,都,-,276,5.25,3.80,1,10
10,e2,11,d,SVO,MC,quantifier,5,都,-,708,5.25,3.80,1,10
10,e2,15,d,SVO,MC,quantifier,5,都,-,325,5.25,3.80,1,10
10,e2,19,d,SVO,MC,quantifier,5,都,-,285,5.25,3.80,1,10
10,e2,23,d,SVO,MC,quantifier,5,也,-,360,5.12,3.79,1,3
11,e2,2,d,SVO,MC,quantifier,5,都,-,465,5.25,3.80,1,10
11,e2,6,d,SVO,MC,quantifier,5,都,-,296,5.25,3.80,1,10
11,e2,10,d,SVO,MC,quantifier,5,也,-,265,5.12,3.79,1,3
11,e2,14,d,SVO,MC,quantifier,5,都,-,424,5.25,3.80,1,10
11,e2,18,d,SVO,MC,quantifier,5,都,-,476,5.25,3.80,1,10
11,e2,22,d,SVO,MC,quantifier,5,都,-,296,5.25,3.80,1,10
12,e2,1,d,SVO,MC,quantifier,5,都,-,295,5.25,3.80,1,10
12,e2,5,d,SVO,MC,quantifier,5,都,-,554,5.25,3.80,1,10
12,e2,9,d,SVO,MC,quantifier,5,都,-,1555,5.25,3.80,1,10
12,e2,13,d,SVO,MC,quantifier,5,都,-,226,5.25,3.80,1,10
12,e2,17,d,SVO,MC,quantifier,5,都,-,997,5.25,3.80,1,10
12,e2,21,d,SVO,MC,quantifier,5,都,-,340,5.25,3.80,1,10
13,e2,4,d,SVO,MC,quantifier,5,都,-,425,5.25,3.80,1,10
13,e2,8,d,SVO,MC,quantifier,5,都,-,306,5.25,3.80,1,10
13,e2,12,d,SVO,MC,quantifier,5,都,-,324,5.25,3.80,1,10
13,e2,16,d,SVO,MC,quantifier,5,都,-,329,5.25,3.80,1,10
13,e2,20,d,SVO,MC,quantifier,5,都,-,419,5.25,3.80,1,10
13,e2,24,d,SVO,MC,quantifier,5,也,-,559,5.12,3.79,1,3
14,e2,3,d,SVO,MC,quantifier,5,都,-,370,5.25,3.80,1,10
14,e2,7,d,SVO,MC,quantifier,5,都,-,716,5.25,3.80,1,10
14,e2,11,d,SVO,MC,quantifier,5,都,-,325,5.25,3.80,1,10
14,e2,15,d,SVO,MC,quantifier,5,都,-,355,5.25,3.80,1,10
14,e2,19,d,SVO,MC,quantifier,5,都,-,350,5.25,3.80,1,10
14,e2,23,d,SVO,MC,quantifier,5,也,-,470,5.12,3.79,1,3
15,e2,2,d,SVO,MC,quantifier,5,都,-,445,5.25,3.80,1,10
15,e2,6,d,SVO,MC,quantifier,5,都,-,325,5.25,3.80,1,10
15,e2,10,d,SVO,MC,quantifier,5,也,-,485,5.12,3.79,1,3
15,e2,14,d,SVO,MC,quantifier,5,都,-,396,5.25,3.80,1,10
15,e2,18,d,SVO,MC,quantifier,5,都,-,305,5.25,3.80,1,10
15,e2,22,d,SVO,MC,quantifier,5,都,-,355,5.25,3.80,1,10
16,e2,1,d,SVO,MC,quantifier,5,都,-,341,5.25,3.80,1,10
16,e2,5,d,SVO,MC,quantifier,5,都,-,359,5.25,3.80,1,10
16,e2,9,d,SVO,MC,quantifier,5,都,-,252,5.25,3.80,1,10
16,e2,13,d,SVO,MC,quantifier,5,都,-,355,5.25,3.80,1,10
16,e2,17,d,SVO,MC,quantifier,5,都,-,445,5.25,3.80,1,10
16,e2,21,d,SVO,MC,quantifier,5,都,-,475,5.25,3.80,1,10
17,e2,4,d,SVO,MC,quantifier,5,都,-,304,5.25,3.80,1,10
17,e2,8,d,SVO,MC,quantifier,5,都,-,704,5.25,3.80,1,10
17,e2,12,d,SVO,MC,quantifier,5,都,-,529,5.25,3.80,1,10
17,e2,16,d,SVO,MC,quantifier,5,都,-,270,5.25,3.80,1,10
17,e2,20,d,SVO,MC,quantifier,5,都,-,430,5.25,3.80,1,10
17,e2,24,d,SVO,MC,quantifier,5,也,-,385,5.12,3.79,1,3
18,e2,3,d,SVO,MC,quantifier,5,都,-,360,5.25,3.80,1,10
18,e2,7,d,SVO,MC,quantifier,5,都,-,350,5.25,3.80,1,10
18,e2,11,d,SVO,MC,quantifier,5,都,-,674,5.25,3.80,1,10
18,e2,15,d,SVO,MC,quantifier,5,都,-,415,5.25,3.80,1,10
18,e2,19,d,SVO,MC,quantifier,5,都,-,519,5.25,3.80,1,10
18,e2,23,d,SVO,MC,quantifier,5,也,-,345,5.12,3.79,1,3
19,e2,2,d,SVO,MC,quantifier,5,都,-,196,5.25,3.80,1,10
19,e2,6,d,SVO,MC,quantifier,5,都,-,211,5.25,3.80,1,10
19,e2,10,d,SVO,MC,quantifier,5,也,-,226,5.12,3.79,1,3
19,e2,14,d,SVO,MC,quantifier,5,都,-,221,5.25,3.80,1,10
19,e2,18,d,SVO,MC,quantifier,5,都,-,335,5.25,3.80,1,10
19,e2,22,d,SVO,MC,quantifier,5,都,-,215,5.25,3.80,1,10
20,e2,1,d,SVO,MC,quantifier,5,都,-,295,5.25,3.80,1,10
20,e2,5,d,SVO,MC,quantifier,5,都,-,276,5.25,3.80,1,10
20,e2,9,d,SVO,MC,quantifier,5,都,-,310,5.25,3.80,1,10
20,e2,13,d,SVO,MC,quantifier,5,都,-,415,5.25,3.80,1,10
20,e2,17,d,SVO,MC,quantifier,5,都,-,499,5.25,3.80,1,10
20,e2,21,d,SVO,MC,quantifier,5,都,-,351,5.25,3.80,1,10
21,e2,4,d,SVO,MC,quantifier,5,都,-,370,5.25,3.80,1,10
21,e2,8,d,SVO,MC,quantifier,5,都,-,387,5.25,3.80,1,10
21,e2,12,d,SVO,MC,quantifier,5,都,-,504,5.25,3.80,1,10
21,e2,16,d,SVO,MC,quantifier,5,都,-,395,5.25,3.80,1,10
21,e2,20,d,SVO,MC,quantifier,5,都,-,300,5.25,3.80,1,10
21,e2,24,d,SVO,MC,quantifier,5,也,-,305,5.12,3.79,1,3
22,e2,3,d,SVO,MC,quantifier,5,都,-,216,5.25,3.80,1,10
22,e2,7,d,SVO,MC,quantifier,5,都,-,311,5.25,3.80,1,10
22,e2,11,d,SVO,MC,quantifier,5,都,-,230,5.25,3.80,1,10
22,e2,15,d,SVO,MC,quantifier,5,都,-,295,5.25,3.80,1,10
22,e2,19,d,SVO,MC,quantifier,5,都,-,201,5.25,3.80,1,10
22,e2,23,d,SVO,MC,quantifier,5,也,-,216,5.12,3.79,1,3
23,e2,2,d,SVO,MC,quantifier,5,都,-,360,5.25,3.80,1,10
23,e2,6,d,SVO,MC,quantifier,5,都,-,318,5.25,3.80,1,10
23,e2,10,d,SVO,MC,quantifier,5,也,-,432,5.12,3.79,1,3
23,e2,14,d,SVO,MC,quantifier,5,都,-,333,5.25,3.80,1,10
23,e2,18,d,SVO,MC,quantifier,5,都,-,348,5.25,3.80,1,10
23,e2,22,d,SVO,MC,quantifier,5,都,-,406,5.25,3.80,1,10
24,e2,1,d,SVO,MC,quantifier,5,都,-,248,5.25,3.80,1,10
24,e2,5,d,SVO,MC,quantifier,5,都,-,211,5.25,3.80,1,10
24,e2,9,d,SVO,MC,quantifier,5,都,-,142,5.25,3.80,1,10
24,e2,13,d,SVO,MC,quantifier,5,都,-,213,5.25,3.80,1,10
24,e2,17,d,SVO,MC,quantifier,5,都,-,416,5.25,3.80,1,10
24,e2,21,d,SVO,MC,quantifier,5,都,-,283,5.25,3.80,1,10
25,e2,4,d,SVO,MC,quantifier,5,都,-,425,5.25,3.80,1,10
25,e2,8,d,SVO,MC,quantifier,5,都,-,474,5.25,3.80,1,10
25,e2,12,d,SVO,MC,quantifier,5,都,-,389,5.25,3.80,1,10
25,e2,16,d,SVO,MC,quantifier,5,都,-,475,5.25,3.80,1,10
25,e2,20,d,SVO,MC,quantifier,5,都,-,399,5.25,3.80,1,10
25,e2,24,d,SVO,MC,quantifier,5,也,-,515,5.12,3.79,1,3
26,e2,3,d,SVO,MC,quantifier,5,都,-,360,5.25,3.80,1,10
26,e2,7,d,SVO,MC,quantifier,5,都,-,569,5.25,3.80,1,10
26,e2,11,d,SVO,MC,quantifier,5,都,-,415,5.25,3.80,1,10
26,e2,15,d,SVO,MC,quantifier,5,都,-,400,5.25,3.80,1,10
26,e2,19,d,SVO,MC,quantifier,5,都,-,421,5.25,3.80,1,10
26,e2,23,d,SVO,MC,quantifier,5,也,-,429,5.12,3.79,1,3
27,e2,2,d,SVO,MC,quantifier,5,都,-,346,5.25,3.80,1,10
27,e2,6,d,SVO,MC,quantifier,5,都,-,804,5.25,3.80,1,10
27,e2,10,d,SVO,MC,quantifier,5,也,-,361,5.12,3.79,1,3
27,e2,14,d,SVO,MC,quantifier,5,都,-,305,5.25,3.80,1,10
27,e2,18,d,SVO,MC,quantifier,5,都,-,380,5.25,3.80,1,10
27,e2,22,d,SVO,MC,quantifier,5,都,-,285,5.25,3.80,1,10
28,e2,1,d,SVO,MC,quantifier,5,都,-,286,5.25,3.80,1,10
28,e2,5,d,SVO,MC,quantifier,5,都,-,251,5.25,3.80,1,10
28,e2,9,d,SVO,MC,quantifier,5,都,-,470,5.25,3.80,1,10
28,e2,13,d,SVO,MC,quantifier,5,都,-,181,5.25,3.80,1,10
28,e2,17,d,SVO,MC,quantifier,5,都,-,517,5.25,3.80,1,10
28,e2,21,d,SVO,MC,quantifier,5,都,-,290,5.25,3.80,1,10
29,e2,4,d,SVO,MC,quantifier,5,都,-,305,5.25,3.80,1,10
